License No,Agency Name,Name of the Proprietor,Status,License Eeffective Date,License Renew Date,License Exp Date,Division,District,Thana
0007142,"SRI International Tours And Travel","Shah Alam Chowdhury","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0007144,"Sacher Travels And Tours","Ismail Molla","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0007187,"S.B Al Karim Air International","Md. Azmal Hossain","License expired","28-Feb-2018","28-Feb-2018","27-Feb-2021",,,
0001160,"Al Amin Haj Kafela And Travel International.","Mawlana Nurul Amin                             ","License expired","11-Jan-2018","11-Jan-2018","10-Jan-2020",,,
0006561,"Al-Makka Travel International","Md. Osman Goni","License expired","18-Jan-2018","18-Jan-2018","16-Jan-2021",,,
00.6512,"Cmep Travels & Tours.","KHANDOKER KAMRUL HASAN","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009225,"Solar Enterprise","H.M Khalil","License expired","16-Oct-2016","16-Oct-2016","15-Oct-2019",,,
0001908,"Syma Aviation"," Shadul Islam","License expired","14-May-2018","14-May-2018","13-May-2020",,,
0009159,"Herar Juty Travels & Tours","  Mominul Islam","License expired","24-Jan-2018","24-Jan-2018","23-Jan-2021",,,
0003883,"Hyun Tours And Travels","Md. Abdul Kuddus","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0005231,"Raj Travels & Tours","Md.Jahangir Alam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002892,"Straight Way Tours And Travels","Md. Rafeuzzaman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006014,"The Bengal Tours Ltd","Motiur Rahman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006554,"Chattogram Overseas","Syed Mohammad Asraf Reza","License expired","27-Dec-2017","27-Dec-2017","26-Dec-2020",,,
0006934,"Taqwa Travels","Md. Kamal Uddin Saleh","License expired","05-Nov-2017","05-Nov-2017","04-Nov-2020",,,
0006933,"Travel House","Md. Hafizur Rahman","License expired","05-Nov-2017","05-Nov-2017","04-Nov-2020",,,
0006942,"Travel Star.","Safina Anzum ","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0004917,"Elegance Air Travels","Md. Salim Uddin Chowdhury","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006006,"Travel International Ltd","Aminur Rahman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006184,"Travel House Limited","Farhan Kuddus","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0012551,"Azad Fly Homes Ltd.","Farhana Islam","License expired","26-Feb-2020",,"25-Feb-2023",,,
0003522,"Keya Enterprise Travel And Tours","Md..Shahjahan","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006127,"Travel World Express.","Foyez Ahmed","License expired","25-May-2017","25-May-2017","31-Dec-2019",,,
0007188,"S S Fahim Tours And Travels","M Mohsin","License expired","28-Feb-2018","28-Feb-2018","27-Feb-2020",,,
0007183,"Travel Tours And Travels","Tuhin Dash Khokan","License expired","15-Feb-2018","15-Feb-2018","14-Feb-2020",,,
0006033,"Tower Aviation Limited","Tushish Gosh","License expired","25-Jul-2017","25-Jul-2017","31-Dec-2019",,,
0004882,"Enani Travels And Tours","Enamul Haque","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006100,"Tune Aviation Limited","Ekram Hossain","License expired","13-Aug-2017","13-Aug-2017","31-Dec-2019",,,
0000180,"Sadaka Travels International","Muhammad Abu Saleh Rahmani","License expired","06-Jul-2017","06-Jul-2017","05-Jul-2020",,,
0008065,"Macca Madina Tours And Travels Ltd.","Md. Shamim Ahmed Chowdhury","License expired","06-Aug-2017","06-Aug-2017","31-Dec-2019",,,
0005825,"M Anjuman Air International","Md Azad Hossain","License expired","06-Jun-2017","06-Jun-2017","04-Mar-2020",,,
0008345,"Mollah Travels","Md. Tajul Islam Mollah","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009026,"Mahboob Tours & Travels","Abdur Rahman Mahboob ","License expired","24-Dec-2017","24-Dec-2017","24-Dec-2020",,,
0009028,"My Tours & Travels","Nasir Uddin","License expired","24-Dec-2017","24-Dec-2017","23-Dec-2020",,,
0009018,"Madaripur Air Travels","Mozammel Haque","License expired","10-Dec-2017","10-Dec-2017","09-Dec-2020",,,
0008492,"Al Zerin Tours And Travels","Md. Jahir Alam","License expired","14-Sep-2017","14-Sep-2017","13-Sep-2020",,,
0009021,"Most Air Tours & Travels","Md. Monir Miah","License expired","14-Dec-2017","14-Dec-2017","13-Dec-2020",,,
0008489,"Lubab Travels & Tours","Morshed Alam","License expired","20-Aug-2017","20-Aug-2017","19-Aug-2020",,,
0008487,"Monmi Travels & Tours","Fahima Mollik Monmi","License expired","20-Aug-2017","20-Aug-2017","19-Aug-2020",,,
0009014,"M Alim Aviation","Abdul Ali","License expired","20-Nov-2017","20-Nov-2017","19-Nov-2020",,,
0009013,"M M Travels","Al Masum","License expired","05-Nov-2017","05-Nov-2017","31-Dec-2019",,,
0003841,"Hussein Air Services","Md Hanjala","License expired","20-Jul-2017","20-Jul-2017","31-Dec-2019",,,
0009033,"Mahi Air International","Md. Jamal Uddin","License expired","27-Dec-2017","27-Dec-2017","26-Dec-2020",,,
0009034,"Mahabub Air Service Ltd","Nurul Alam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008323,"Madina International Travels And Tours Limited","Enamul Hasan","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0012506,"Bhairab Hajj Group & Travels","Rafiqul Islam","License expired","29-Jan-2020",,"28-Jan-2023",,,
0008023,"MNR Tours And Travels","Mohammad Monir Hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009037,"Munshiganj Travels And Tours Limited","Aslam Dewan","License expired","10-Jan-2018","10-Jan-2018","10-Jan-2021",,,
0005821,"Mosharraf Tours And Travels","Md Mosharraf Hossain","License expired","21-Jun-2017","21-Jun-2017","04-Mar-2020",,,
0009032,"Madani Hajj Travels And Tours","Jakir Anwar","License expired","27-Dec-2017","27-Dec-2017","26-Dec-2020",,,
0009035,"Miraz Air Aviation Service","Md. Nurul Amin","License expired","11-Jan-2018","11-Jan-2018","10-Jan-2021",,,
0008493,"Mollik Travels And Tours","Al-Amin","License expired","14-Sep-2017","14-Sep-2017","13-Sep-2020",,,
0006195,"Travel Counsel","Khandokar Rahmatullah","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0005835,"Madinar Tori","Najmul Hossain","License expired","06-Jun-2017","06-Jun-2017","04-Mar-2020",,,
0005830,"M S R  International","Mohammad  Selim Uddin","License expired","14-Jun-2017","14-Jun-2017","04-Mar-2020",,,
0005834,"Makkar Pathe Hajj Travels","Afzal Hossain","License expired","20-Jan-2017","20-Jan-2017","04-Mar-2020",,,
0011586,"Mehedi International Travel And Tours","Md. Mizan","License expired","11-Jul-2017","11-Jul-2017","10-Jul-2020",,,
0011605,"Memorial Travels","Md. Sadek","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0007162,"The Recruiting Tours and Travels","Md. Anwar Anar","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008497,"Labib Tours And Travels","Md Nazim Hossain ","License expired","10-Oct-2017","10-Oct-2017","09-Oct-2020",,,
0009010,"Mukta Travels & Tours","Mohammed Ali","License expired","19-Oct-2017","19-Oct-2017","18-Oct-2020",,,
0006060,"Three Overseas","Md. Zahid Hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0007157,"The Al Nayem Air International","Md Nayem Ullah Pappu","License expired","04-Dec-2017","04-Dec-2017","03-Dec-2020",,,
0008498,"M.M. Air Internationa","Md. Ibrahim Kholil Babul","License expired","10-Oct-2017","10-Oct-2017","09-Oct-2020",,,
0006117,"Tinne Travels And Tours","Md. Robiul Islam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009518,"Travel Soap Limited","Mohammad Salahuddin","License expired","08-Jun-2017","08-Jun-2017","31-Dec-2019",,,
0006178,"Travel Town Limited","M A Masud","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009003,"March Tour And Travels","Kamrun Nahar","License expired","16-Oct-2017","16-Oct-2017","15-Oct-2020",,,
0009015,"Mohammadpur Hajj Group","Rejina Akter Lipi","License expired","22-Nov-2017","14-Jan-2018","19-Nov-2020",,,
0009007,"Mannan\'s Tours And Travels","M A Mannan","License expired","19-Oct-2017","19-Oct-2017","18-Oct-2020",,,
0008496,"Mahia International Travel Agent","Mohammed Mohasin","License expired","10-Oct-2017","10-Oct-2017","09-Oct-2020",,,
0008388,"Meghan Travels","Md Monowar Hossain","License expired","18-Jan-2018","18-Jan-2018","31-Dec-2019",,,
0006510,"Kashphool Travels & Tours","Md. Mostafizur Rahman","License expired","12-Feb-2017","12-Feb-2017","11-Feb-2020",,,
0006102,"The Maxim Travels Agency And Tours","Kazi Md. Sanaullah","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0012616,"Prova Tours &Travels Ltd.","Md. Abul Hasnat Khan Salim","License expired","16-Mar-2020",,"15-Mar-2023",,,
0006170,"Travelers Club","Junayed Taher","License expired","30-Jul-2017","30-Jul-2017","31-Dec-2019",,,
0006119,"Travel Channel","Syed Imam Jafor Sadek","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006126,"Travel Makers Limited","Khandaker Kamrul Alam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006935,"Today Tours & Travels","Md. Shfiullah","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006546,"International Travel Connection","Tanvir Ahmed","License expired","15-Nov-2017","15-Nov-2017","14-Nov-2020",,,
0006939,"The Shanjida Travels & Tours","Mirza Salauddin","License expired","21-Jan-2018","21-Jan-2018","20-Jan-2021",,,
0000028,"SkyScape Aviation","Faruk Reja","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009017,"Monira Air Tours And Travels","Mrs Kalpana Khatun","License expired","03-Dec-2018","03-Dec-2018","02-Dec-2020",,,
0009030,"Makkah Madinah Air Services","Iftekhar Mahadi","License expired","28-Dec-2017","28-Dec-2017","04-Mar-2020",,,
0006197,"Titas Air International","Md Mohiuddin Sarkar","License expired","30-May-2017","30-May-2017","31-Dec-2019",,,
0006177,"Travel Wizard Ltd","Muhammed Al Amin","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006946,"Ticket Chai Limited","Md. Aminul Islam","License expired","04-Apr-2018","04-Apr-2018","03-Mar-2021",,,
0006940,"The Endless Tour","Syed Mohammad Mofazzal Karim","License expired","21-Jan-2018","20-Jan-2021","20-Jan-2021",,,
0006105,"Three M Air Service","S M Manjurul Haque","License expired","25-May-2017","25-May-2017","31-Dec-2019",,,
0006932,"The One Travels and Tours","Md Chand Sarkar","License expired","22-Oct-2017","22-Oct-2017","21-Oct-2020",,,
0009001,"Mafi Air & Tour Service","Md. Iftekar Bin Yousuf","License expired","26-Oct-2017","26-Oct-2017","25-Oct-2020",,,
0003578,"K.M.S Travels & Tours","Khondokar Saidul Alam Pintu","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0001832,"SS Airlink International Limited","Sazzad Hossen Khan","License expired","09-Jan-2018","09-Jan-2018","08-Jan-2021",,,
0003564,"Kashem Tours And Travels","Abul Kashem","License expired","01-Jan-2017","13-Jun-2017","31-Dec-2019",,,
0004985,"Marhaba Air International","Md Saifur Rahman","License expired","13-Nov-2016","13-Nov-2016","12-Nov-2019",,,
0001833,"Shoumik Travels International","A K M Fazlul Haque","License expired","11-Jan-2018","11-Jan-2018","10-Jan-2021",,,
0003519,"J N Tours & Travels","Md Nazim Uddin","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0007729,"Explorer Air International","Jahidul Islam Jony","License expired","11-Feb-2018","11-Feb-2018","10-Feb-2020",,,
0003643,"J.A. Travels And Tour","Jamal Uddin Ahmed","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008157,"R M H Travels","Iftekharrul haque ","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002721,"Al Akhwan Travels And Tours","Abdul Wahed","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002791,"Air Way International","Md Shoel","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0009738,"M M International.","Mahbubur Rahman ","License expired","26-Feb-2017","26-Feb-2017","31-Dec-2019",,,
0001217,"Supersonic Travels (Pvt.) Ltd.","Rafiqul Islam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0007135,"Naz Tours","Shafin Ahmed","License expired","15-Oct-2017","15-Oct-2017","14-Oct-2020",,,
0008241,"Z E S Tours And Travels","Dr Kazi Erteza Hasan","License expired","06-Oct-2017","06-Oct-2017","05-Oct-2020",,,
0008240,"Red Rose Travels","A N M Wahidul Nabi Chowdury","License expired","27-Sep-2017","27-Sep-2017","26-Sep-2020",,,
0006683,"Premier Air Travels","Kazi Md. Shorif Ullah","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0001503,"Mahtab International","Md. Mamun Rashid","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0007168,"Sikder Living and Travels","Muhibullah Sikder","License expired","08-Jan-2018","08-Jan-2018","07-Jan-2021",,,
0006841,"Mirza Travels International","Md. Tofayel Ahmed","License expired","23-Nov-2017","23-Nov-2017","22-Nov-2020",,,
0004967,"Milan Travel Agency","Md Rezaul Islam Milon","License expired","31-Mar-2016","31-Mar-2016","30-Mar-2019",,,
0001439,"Salwa Overseas Services Limited","Abu Ammar Abdullah","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0006686,"Prime Travels And Tours","Abdullah Abul Khair","License expired","09-Jan-2018","09-Jan-2018","08-Jan-2021",,,
0007149,"New Holy Land Travels & Tours","Md. Abu Hanif","License expired","16-Nov-2017","16-Nov-2017","15-Nov-2020",,,
0006545,"M. Al-Mostafa Tours & Traveks","Mohammad Jane Alam Nijami","License expired","14-Nov-2017","14-Nov-2017","13-Nov-2020",,,
0006555,"My Green Tour","Md. Azizur Rahman Bhuiyan","License expired","27-Dec-2017","27-Dec-2017","26-Dec-2020",,,
0006742,"Al Yamin Travel & Tours","Sheikh Mahmunul Hoque","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0011598,"Famous Travels & Tours","Md. Jubayer Ahmed","License expired","27-Sep-2017","27-Sep-2017","28-Sep-2020",,,
0005161,"At Tyaara Travels International","Akbar Ali","License expired","16-Jul-2017","16-Jul-2017","31-Dec-2019",,,
0003965,"PHF Aviation Ltd.","Lokman Shah","License expired","13-Mar-2018","13-Mar-2018","31-Dec-2019",,,
0006141,"Terrestrial Aviation & Services Limited","Md. Mahbubul Kadir","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0002834,"S. Travels Zoo Bangladesh","Lutfa Ali Gong","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0001810,"Saudi Bangla Travels Limited","Samsuddin Toaha","License expired","26-Nov-2017","26-Nov-2017","26-Nov-2020",,,
0011541,"Camassia Tours &  Travels","Md. Saidul Islam","License expired","07-Jul-2017","07-Jul-2017","06-Jul-2020",,,
0013359,"LATIF TRAVELS SERVICES","Jahirul Kabir Chowdhury","License expired","01-Mar-2022",,"28-Feb-2025",,,
0004797,"J.K. Winners Air Lift","Md. Anowar Hossen","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0012475,"SHELTECH AVIATION LTD.","TANVIR AHMED","License expired","30-Dec-2019",,"29-Dec-2022",,,
0003792,"A H B Travels International Limited","Md. Ashraf Hossen","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0003594,"Kamal Trading & Vandari Traders Travels Agency","Kamal Hossain","License expired","30-Aug-2017","30-Aug-2017","29-Aug-2020",,,
0007128,"Solaymania Travels And Tours","Md. Solayman Ali Sarkar","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0011551,"Faster Travels","Md. Sazzad Hossain Bhuyan","License expired","17-Jul-2017","17-Jul-2017","17-Jul-2020",,,
0006005,"Toufique Travels And Tours","Abdul Jalal","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0012648,"Skyblue Travels & Tourism Ltd.","A. B. M Siddik","License expired","04-Apr-2020",,"03-Apr-2023",,,
0005261,"Walton International Ltd","Sheikh Anis","License expired","01-Jan-2017","20-Jun-2017","31-Dec-2019",,,
0005268,"Roman Travels & Tours","Md. Ripon Hossain","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0008350,"Marigold Tours & Travels","Saifullah Kabir","License expired","01-Jan-2014","01-Jan-2014","31-Dec-2019",,,
000.572,"Hemel Air Travels","Ashraful Hayder","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0012653,"Shah Jalal Hajj Kafela & Travels","Mohammad Abdul Mabud","License expired","04-Jun-2020",,"03-Jun-2023",,,
0005991,"Bhandar International Travel Agency","Mohammad Kamal Uddin","License expired","26-Jun-2016","26-Jun-2016","25-Jun-2019",,,
0004965,"Alena Air Service","Alena Rahman","License expired","22-Mar-2016","22-Mar-2016","21-Mar-2019",,,
0000685,"Bhai Bhai Tours & Travels","Mohammad Abdul Barek","License expired","07-Nov-2016","07-Nov-2016","06-Nov-2019",,,
0004762,"AL-Amanat Travels","Mohammad Nasimul Huda","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0012597,"NILGIRI AIR TRAVELS","MD AZIZUL HAQUE BHUIYAN","License expired","11-Mar-2020",,"10-Mar-2023",,,
0011713,"Kasem Air Hajj & Umra Travels Agency","Nased Ali Asad","License expired","07-Apr-2016","07-Apr-2016","06-Apr-2019",,,
0005343,"World Aviation","Md.Fazlul Haque","License expired","31-Jan-2018","31-Jan-2018","23-Nov-2020",,,
0000053,"Syed R.K Tours & Travels Ltd","Azizul Hoque","License expired","06-Nov-2016","06-Nov-2016","05-Nov-2019",,,
0012960,"LUPIN International","MD DILAL HOSSAIN","License expired","18-Feb-2021",,"17-Feb-2024",,,
0000672,"Icon Tours & Travels Ltd","Md. Muttkur Rahman","License expired","01-Jun-2016","01-Jun-2016","31-May-2019",,,
0011425,"Razrom Air Umbrella","S M Razib","License expired","01-Jan-2013","01-Jan-2013","31-Dec-2019",,,
0003629,"Jannatul Kholud Tours & Travels","Md Sarwar Alam","License expired","01-Jan-2014","01-Jan-2014","31-Dec-2019",,,
0005117,"Kazi Travels","Kazi Shamim Ahmed","License expired","28-Jan-2017","28-Jan-2017","27-Jan-2020",,,
0000535,"H.T.R. Travels & Tours","Md. Abdul Halim","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0011880,"Syed Aviation Ltd","Mohammad Nazim Uddin Shawon","License expired","14-Mar-2016","14-Mar-2016","13-Mar-2019",,,
0000671,"Imperial Holiday","Monoj Roy","License expired","26-May-2016","26-May-2016","25-May-2019",,,
0000463,"BSC Tours & Travels","Md Solaiman","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0011908,"S Alam Air Travels","Ali Ajam","License expired","01-Jan-2014","01-Jan-2014","31-Dec-2019",,,
0002173,"Al Kaba Travels & Tourism","Md. Saidul Islam","License expired","01-Jan-2017","01-Jan-2017","31-Dec-2019",,,
0011917,"Sara Sayan Air International","Md. Samsul Islam","License expired","01-Jan-2014","01-Jan-2014","31-Dec-2019",,,
0012638,"Bushra Travels & Tours","Md. Sakil","License expired","23-Mar-2020",,"22-Mar-2023",,,
0012574,"Rishona Travel & Tourism Limited","SAGAR MAHMUD","License expired","08-Mar-2020",,"07-Mar-2023",,,
0012727,"M H Travels","Mohammad Hussain","License expired","08-Jul-2020",,"07-Jul-2023",,,
0012685,"AL REEM TRAVELS & TOURISM LTD","Haji Anwar Hossain","License expired","24-Jun-2020",,"23-Jun-2023",,,
0012546,"Al Takdir International","Md. Alamgir Hossain","License expired","24-Feb-2020",,"23-Feb-2023",,,
0012843,"Parents Air Travels Ltd","RASEL MAHMUD","License expired","25-Nov-2020",,"24-Nov-2023",,,
0012658,"KARNAPHULI LIMITED","SABER HOSSAIN CHOWDHURY","License expired","07-Jun-2020",,"06-Jun-2023",,,
0012613,"Around Travel and Tours","Md.Shamsul Islam","License expired","16-Mar-2020",,"15-Mar-2023",,,
0012590,"Green Bangla Aviation","MD.SABUJ HOSSAIN","License expired","10-Mar-2020",,"09-Mar-2023",,,
0012795,"Emergent International Ltd","Md.Rakibul Hasan","License expired","13-Oct-2020",,"12-Oct-2023",,,
0012576,"ABABIL HAJJ GROUP","HAZI ABU YOUSUF","License expired","08-Mar-2020",,"07-Mar-2023",,,
0012630,"Al Amin Hajj Group Bangladesh.","Md. Ruhul Amin","License expired","23-Mar-2020",,"22-Mar-2023",,,
0012657,"MASNUN TRAVEL AGENCY","NASIMA PERVEEN","License expired","07-Jun-2020",,"06-Jun-2023",,,
0012545,"M. Abdullah Travels & Tourism","Monirul Islam","License expired","23-Feb-2020",,"22-Feb-2023",,,
0012521,"Two C Travels & Tours Ltd.","Md. Syfuzzaman Shopon","License expired","09-Feb-2020",,"08-Feb-2023",,,
0012736,"Al Rawda travel agency","MOHAMMED BODIUL ALAM","License expired","20-Aug-2020",,"19-Aug-2023",,,
0012701,"H G Dynamic Tours & Travels","Md. Harunur Rashid","License expired","29-Jun-2020",,"28-Jun-2023",,,
0012728,"Visiion tours & travels","Md.kamal hossain","License expired","08-Jul-2020",,"07-Jul-2023",,,
0012520,"Quader Tours and Travels","MUHAMMAD ABDUL QUADER","License expired","09-Feb-2020",,"08-Feb-2023",,,
0012925,"Arafat Hajj Tours and Travels","Md.Hafiger Rahman","License expired","03-Feb-2021",,"02-Feb-2024",,,
0012596,"Travel Right Aviation Ltd.","Mohammad Arifur Rahman","License expired","11-Mar-2020",,"10-Mar-2023",,,
0012718,"Rowshon Habib Air International.","MD. Mir Hossein","License expired","30-Jun-2020",,"29-Jun-2023",,,
0012824,"SHAMS TRADING","MOHAMMED SHAMSUL ISLAM","License expired","03-Nov-2020",,"02-Nov-2023",,,
0012883,"T.R.RELIANCE HOLIDAYS","TAPAN KUMAR ROY","License expired","06-Jan-2021",,"05-Jan-2024",,,
0012938,"Arafat air travels","Md.Arafat Hossain","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012556,"Duronto Tourism","Kazi Mufti Alam","License expired","27-Feb-2020",,"26-Feb-2023",,,
0012561,"Sky Line Trade International","Muhammad Salim Mahmud","License expired","27-Feb-2020",,"26-Feb-2023",,,
0012647,"Paharika Tours and Travels","Ranjit Kumar Das","License expired","04-Apr-2020",,"03-Apr-2023",,,
0012833,"Rima Travels","Rima Begum Asa","License expired","16-Nov-2020",,"15-Nov-2023",,,
0012680,"Travel Windows Ltd.","Md. Rafiqul Islam","License expired","22-Jun-2020",,"21-Jun-2023",,,
0002674,"Magnet Travels Trade","Mohammad Muklasur Rahman","License expired","27-Jul-2017","27-Jul-2017","31-Dec-2019",,,
0012906,"Aswam Travel Port","Md. Salimuddin Ahammad","License expired","25-Jan-2021",,"24-Jan-2024",,,
0012717,"TAWAAF AVIATION SERVICES LTD","JAMIL AHMED","License expired","30-Jun-2020",,"29-Jun-2023",,,
0012588,"Travel Point Holiday","NAYON KUMAR ROY","License expired","10-Mar-2020",,"09-Mar-2023",,,
0012595,"SYLVARINA SKYLINE TRAVEL & TOURS","MOHAMMAD MANIULLAH BHUIYAN ","License expired","11-Mar-2020",,"10-Mar-2023",,,
0012861,"SKY SCAPE tour & travels","MD. Feroj Alam","License expired","14-Dec-2020",,"13-Dec-2023",,,
0012762,"Tiger Trip","Mohammad Shamsul Arefin ","License expired","14-Sep-2020",,"13-Sep-2023",,,
0012738,"Tiasha Travels & Tours","Pravangkar Kusum Barua","License expired","23-Aug-2020",,"22-Aug-2023",,,
0012642,"HOLY MADINAH TOURS","MOHAMMAD ZAKARIA","License expired","24-Mar-2020",,"23-Mar-2023",,,
0012973,"Pan Bright Aviation.","Md. Iman Hossain Bhuiyan","License expired","03-Mar-2021",,"02-Mar-2024",,,
0012756,"OROJAHAJ DOTCOM","MD. RAFIQUL ISLAM","License expired","09-Sep-2020",,"08-Sep-2023",,,
0012673,"GoBangla Holidays Ltd.","Arman Pasha","License expired","18-Jun-2020",,"17-Jun-2023",,,
0012604,"Siyam Tours & Travel","Md. Shamimul Islam","License expired","16-Mar-2020",,"15-Mar-2023",,,
0012623,"A Plus Tours & Travel Bangkok BD LTD","M M KARIM AHMED","License expired","18-Mar-2020",,"17-Mar-2023",,,
0012669,"MAMUN INTERNATIONAL","Md. Mamun Mia","License expired","15-Jun-2020",,"14-Jun-2023",,,
0012687,"Darul Falah Travels International","Mamun Hossan","License expired","24-Jun-2020",,"23-Jun-2023",,,
0012832,"Delowar Travels & Tours","Md. Imran Hossain","License expired","16-Nov-2020",,"15-Nov-2023",,,
0012675,"ZION INTERNATIONAL","S M Ziyad Ahmed","License expired","21-Jun-2020",,"20-Jun-2023",,,
0013234,"Saikot Travels","Abul Hossain","License expired","15-Dec-2021",,"14-Dec-2024",,,
0012806,"Ma Air International","Azad Hossain","License expired","22-Oct-2020",,"21-Oct-2023",,,
0012829,"Exit HolidaysTravel","Md. Abul Hasnath","License expired","09-Nov-2020",,"08-Nov-2023",,,
0012689,"Zamiria Tours & Travels","MOHAMMAD SHAZHAN","License expired","27-Jun-2020",,"26-Jun-2023",,,
0012937,"TRUST TRAVEL AGENCY","MOHAMMAD CHAN MIAH ","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012769,"Twenty Four TKT LTD.","MD Abdur Razzak","License expired","27-Sep-2020",,"26-Sep-2023",,,
0012713,"International Travel Aviation","Arif Khan","License expired","30-Jun-2020",,"29-Jun-2023",,,
0012898,"Nirvana Travels and Tours","TAHMIN AHMED","License expired","14-Jan-2021",,"13-Jan-2024",,,
0012872,"ARAFAT TRAVELS LIMITED","MD YEASIN ARAFAT","License expired","23-Dec-2020",,"22-Dec-2023",,,
0013168,"SF Gulf Tourism UAE Travel","MD SALMAN FARSY","License expired","10-Oct-2021",,"09-Oct-2024",,,
0012725,"Mariyam Hajj Travels","Md. Moniruzzaman Bhuiyan","License expired","01-Jul-2020",,"30-Jun-2023",,,
0012791,"Faa World Travel & Tours BD","A.S.M Khairul Hassan","License expired","07-Oct-2020",,"06-Oct-2023",,,
0012761,"Haque Aviation Tours & Travels Ltd.","Samsun Nahar Lutfa","License expired","14-Sep-2020",,"13-Sep-2023",,,
0012745,"Elma Tours & Travels Ltd.","Mohammed Iqbal Hossain","License expired","27-Aug-2020",,"26-Aug-2023",,,
0012789,"Khairul Ummah Travels & Tours","MOHAMMAD HARUNUR RASHID ","License expired","06-Oct-2020",,"05-Oct-2023",,,
0012760,"Elevation Tours & Travels","Md. Arefin Al Amin","License expired","14-Sep-2020",,"13-Sep-2023",,,
0012821,"SkyTrip","MD KHURSHID ALAM","License expired","03-Nov-2020",,"02-Nov-2023",,,
0013118,"MARIAM TRAVELS","Md Shahid ullah","License expired","22-Aug-2021",,"21-Aug-2024",,,
0012770,"Mithila Air Tours & Travels","MITHILA TASMIN","License expired","28-Sep-2020",,"27-Sep-2023",,,
0012788,"Dewan Tourism Services","Abdullah Mamun Al Dewan","License expired","05-Oct-2020",,"04-Oct-2023",,,
0013087,"EASY FLY TOURS AND TRAVELS","MOHAMMAD SOHAG BEPARY","License expired","08-Jul-2021",,"07-Jul-2024",,,
0013158,"Great Cox Travels","Jahangir Alam","License expired","05-Oct-2021",,"04-Oct-2024",,,
